ST18:1213,LH145 x DK3IIH6,23,1,2,10.444,13.836,45.181,140.36,84.33,184.71,209.4,229.02,248.25,238.24,256.47,243.7,255.24,248.37
ST18:1214,LH82 x PHK76,46,1,2,8.7211,20.832,50.595,142.69,50.844,169.84,NA,204.68,217.58,218.7,148.65,209.14,232.31,215.55
ST18:1215,LH82 x PHP02,35,1,2,10.102,22.036,51.296,139.01,167.28,199.81,212.12,231.53,239.73,231.9,229.61,230.24,237.76,231.13
ST18:1216,LH82 x PHP02,23,1,2,11.742,14.772,42.873,134.4,168.84,196.25,203.5,224.99,232.14,228.76,228.01,225.51,236.46,229.89
ST18:1217,LH82 x DK3IIH6,46,1,2,14.27,26.293,58.39,136.7,82.301,147.14,155.96,169.05,186.55,184.9,177.4,179.92,195.52,182.94
ST18:1218,PHB47 x PHP02,35,1,2,14.888,30.248,65.474,168.5,48.852,NA,173.62,200.02,NA,188.53,194.47,187.61,NA,193.72
ST18:1219,LH145 x DK3IIH6,35,1,2,15.381,28.183,62.886,157.63,45.986,176.61,201.78,237.23,247.16,236.23,239.38,238.06,243.68,233.44
ST18:1220,PHK56 x PHK76,23,1,2,13.741,18.85,49.599,129.45,132.14,173.37,193.75,210.44,229.64,221.03,222.97,218.33,226.13,212.73
ST18:1221,LH82 x LH145,35,1,2,12.025,28.887,62.559,159.72,59.497,153.29,174.66,194.85,212.04,190.31,195.01,190.98,195.8,201.14
ST18:1222,PHB47 x PHP02,23,1,2,14.79,25.637,56.904,159.4,91.608,186.25,208.09,229.1,231.04,225.78,233.73,225.1,238.88,225.7
ST18:1223,PHB47 x LH198,35,1,2,10.438,29.013,63.823,161.86,81.909,173.11,196.3,225.27,252.03,248.15,253.02,243.36,244.12,248.6
ST18:1224,PHK76 x PHP02,23,1,2,16.04,14.191,41.95,144.5,169.06,207.97,226.04,235.87,237.48,234.45,235.66,236.72,243.83,235.13
ST18:1225,PHB47 x PHP02,46,1,2,11.755,30.531,63.79,143.54,43.99,127.86,171.72,178.41,201.69,184.38,196.96,NA,194.67,183.84
ST18:1226,LH198 x PHN46,35,1,2,10.145,16.837,42.993,152.64,101.92,181.57,208.2,223.9,247.7,236.15,240.91,242.47,259.4,248.12
ST18:1227,PHK56 x PHK76,35,1,2,9.9148,21.96,54.289,153.59,138.39,189.06,209.44,228.7,238.9,231.3,237.67,250.48,244.66,228.7
ST18:1228,LH82 x LH145,23,1,2,13.233,23.418,54.046,146.66,99.28,168.96,185.43,202.09,234.57,242.91,237.75,236.3,242.5,235.77
ST18:1229,LH145 x DK3IIH6,46,1,2,16.031,32.987,68.792,163.38,80.527,178.58,191.14,212.59,236.15,234.32,236.83,234.86,253.53,239.09
ST18:1230,LH82 x PHK76,35,1,2,13.599,20.012,48.868,129.87,113.92,170.8,180.03,191.18,201.48,192.02,201.15,193.85,208.89,194.71
ST18:1231,LH82 x DK3IIH6,23,1,2,17.087,26.122,54.18,150.25,81.383,152.66,168.1,186.37,198.33,198.98,193.03,193.12,197.71,180.99
ST18:1232,LH198 x PHN46,46,1,2,15.959,36.911,71.99,158.66,66.553,156.19,182.47,201.65,225.37,227.91,220.58,215.03,228.16,217.58
ST18:1233,DK3IIH6 x PHN46,46,1,2,12.225,25.835,59.834,155.62,64.298,170.57,191.38,211.32,225.85,219.12,214.44,209.45,213.81,208.26
ST18:1234,PHK76 x PHP02,46,1,2,18.012,22.233,47.172,132.6,151.64,185.3,201.36,219.67,241.51,229.46,234.91,233.76,236.68,221.73
ST18:1235,LH198 x PHN46,23,1,2,16.585,26.96,61.278,163.38,105.52,173.76,188.05,212.54,228.86,233.07,232.92,230.52,246.97,231.45
ST18:1236,LH82 x LH145,46,1,2,14.391,39.284,75.28,174.36,96.492,197.2,199.62,228.46,227.05,224.16,231.62,220.88,237.22,219.08
ST18:2101,DK3IIH6 x PHN46,46,2,1,7.9768,12.302,20.903,109.03,127.83,166.03,174.14,196.37,228.45,255.97,282.85,278.86,282.54,282.58
ST18:2102,DK3IIH6 x LH198,46,2,1,8.8983,11.306,24.673,108.16,136.66,176.37,186.62,209.09,250.13,299.86,294.7,296.2,300.67,297
ST18:2103,LH82 x LH145,46,2,1,8.1494,12.374,34.585,112.49,144.6,NA,195.24,223.12,259.91,272.27,269.9,265.06,269.47,260.5
ST18:2104,LH82 x DK3IIH6,35,2,1,7.8307,9.9509,22.754,98.822,120.93,157.46,165.07,190.92,225.06,246.75,244.83,240.85,250.78,246.6
ST18:2105,PHB47 x LH198,35,2,1,9.3387,10.934,17.503,104.38,132.53,167.19,175.64,201.78,238.61,277.26,275.04,271.34,276.31,270.95
ST18:2106,LH82 x PHP02,35,2,1,12.01,10.438,10.841,86.314,110.9,NA,156.91,187.34,223.5,238.29,241.68,235.62,240.74,240.69
ST18:2107,LH82 x DK3IIH6,46,2,1,11.56,10.816,17.941,93.596,118.57,153.7,160.38,185.03,217.56,243.51,244.46,240.63,250.3,244.01
ST18:2108,PHK56 x PHK76,35,2,1,11.564,10.029,16.946,98.169,117.78,NA,158.08,186.15,218.94,244.06,248.45,243.38,247.7,240
ST18:2109,DK3IIH6 x LH198,35,2,1,10.864,12.365,26.699,101.25,127.89,166.5,176.16,209.18,246.47,278.97,285.55,277.81,292.35,284.35
ST18:2110,PHB47 x PHP02,46,2,1,12.399,11.997,34.11,120.07,97.79,172.59,186.04,217.4,250.06,263.76,264.92,250.82,266.43,256.88
ST18:2111,LH145 x DK3IIH6,23,2,1,13.165,12.973,21.237,104.86,127.67,168.27,179.54,217.05,260.84,293.96,292.22,275.07,297.48,287.81
ST18:2112,LH198 x PHN46,35,2,1,13.985,15.257,23.716,108.43,127.23,154.02,176.83,205.07,241.72,267.83,277.26,276.3,283.98,281.89
ST18:2113,LH82 x PHK76,35,2,1,9.6502,11.934,22.58,102.75,125.45,156.72,166.71,192.08,221.63,253.4,252.29,258.37,252.62,248.19
ST18:2114,PHK56 x PHK76,23,2,1,10.197,13.205,21.723,114.57,NA,165.85,180.77,214.66,240.98,252.99,255.26,249.36,254.47,241.71
ST18:2115,PHK76 x PHP02,35,2,1,7.8645,13.167,17.63,103.78,131.36,168.77,176.99,206.44,236.64,257.73,250.92,250.31,253.26,249.61
ST18:2116,PHB47 x PHP02,23,2,1,7.3452,13.342,23.77,105.43,130.71,163.52,175.64,203.16,233.82,252.6,256.26,251.17,254.34,270.59
ST18:2117,PHK76 x PHP02,46,2,1,8.4916,11.812,23.52,108.88,133.79,174.43,183.82,213.63,261.68,293.59,294.42,285.48,298.22,285.84
ST18:2118,DK3IIH6 x PHN46,23,2,1,10.055,12.264,30.319,116.05,101.78,166.02,172.94,181.53,230.33,259.32,265.72,261.46,271.89,259.42
ST18:2119,PHB47 x LH198,46,2,1,11.213,10.853,11.056,98.4,113.29,NA,157.39,183.97,213.36,241.28,270.75,266.72,277.04,272.75
ST18:2120,LH145 x DK3IIH6,35,2,1,9.9878,11.014,19.674,107.53,129.35,164.85,176.22,206.87,242.72,259.44,259.12,251.61,271.17,252.54
ST18:2121,LH82 x PHK76,46,2,1,9.2286,11.992,17.899,97.023,123.16,164.54,177.8,209.04,248.64,262.54,263.19,301.38,270.14,258.54
ST18:2122,PHK76 x PHP02,23,2,1,13.468,13.633,29.195,108.79,141.49,174.07,186.43,214.37,249.33,263.32,267.02,259.34,276.93,254.73
ST18:2123,PHK56 x PHK76,46,2,1,10.488,14.089,21.811,103.01,117.98,166.31,163.82,193.17,222.21,242.57,246.84,246.14,250.32,243.95
ST18:2124,PHB47 x PHP02,35,2,1,13.632,14.842,18.685,99.912,119.31,157.46,164.33,192.91,225.01,237.65,239.94,234.89,241.22,237.57
ST18:2125,PHB47 x LH198,23,2,1,7.8231,10.063,11.562,91.809,117.43,156,164.21,196.67,224.39,230.81,243.04,227.03,233.81,229.29
ST18:2126,LH82 x PHP02,23,2,1,8.3935,12.825,15.429,105.18,126.52,172.01,177.53,201.32,233.61,251.14,257.57,259.04,256.97,254.54
ST18:2127,DK3IIH6 x PHN46,35,2,1,10.31,13.373,21.754,110.57,125.33,162.45,167.42,198,223.82,256.67,261.13,264.53,275.11,269.93
ST18:2128,LH82 x DK3IIH6,23,2,1,8.7915,11.864,16.274,94.852,114.4,150.22,157.07,182.33,209.82,232.84,233.12,229.99,253.36,232.74
ST18:2129,LH198 x PHN46,23,2,1,9.0091,11.708,16.799,107.23,130.26,170.94,174.42,201.71,234.08,273.88,270.95,268.93,271.71,274.54
ST18:2130,LH82 x PHK76,23,2,1,9.4612,13.328,17.884,94.479,111.19,172.02,156.09,186.62,214.88,243.72,243.23,238.88,248.47,237.75
ST18:2131,LH82 x LH145,35,2,1,11.485,9.6501,11.269,105.02,129.73,153.97,184.49,214.51,255.35,267.85,266.46,258.21,269.55,264.97
ST18:2132,LH198 x PHN46,46,2,1,9.3542,8.7275,27.653,118.36,137.24,180.55,186.24,210.54,253.21,276.36,291.53,299.23,306.07,291.82
ST18:2133,DK3IIH6 x LH198,23,2,1,9.0321,11.04,16.374,97.543,126.36,163.46,171.5,203.19,241.98,270.94,279.75,NA,285.1,282.18
ST18:2134,LH82 x PHP02,46,2,1,12.291,12.671,16.75,102.08,124.02,165.14,176.69,206.47,238.22,249.11,251.09,252.23,261.25,249.12
ST18:2135,LH82 x LH145,23,2,1,11.809,13.558,22.988,107.4,132,168.6,182.39,215.97,261.98,273.22,265.72,255.73,263.9,261.15
ST18:2136,LH145 x DK3IIH6,46,2,1,13.531,13.283,21.31,105.23,134.53,170.01,176.26,215.59,256.62,277.97,280.32,275.9,283.46,275.17
ST18:2201,PHB47 x PHP02,35,2,2,8.4145,11.626,27,110.5,135.84,176.19,183.08,210.34,249.64,262.19,288.76,280.58,289.23,274.54
ST18:2202,LH82 x LH145,23,2,2,11.015,15.478,34.202,118.14,96.632,162.53,171.13,211.01,241.08,248.42,252.3,242.67,250.4,243.12
ST18:2203,LH198 x PHN46,23,2,2,8.5319,14.929,23.904,113.03,134.13,171.05,181.07,206.72,232.99,247.47,246.42,247.74,252.79,236.66
ST18:2204,LH198 x PHN46,35,2,2,9.2749,12.937,31.213,118.54,116.18,170.06,181.94,214.13,260.02,280.92,286.65,282.7,288.97,270.54
ST18:2205,PHK76 x PHP02,35,2,2,8.7674,11.04,19.186,107.23,121.2,169.56,178.03,211.25,257.19,281.63,293.31,288.73,290.97,277.6
ST18:2206,DK3IIH6 x PHN46,46,2,2,10.156,13.274,20.8,103.25,128.73,175.66,181.17,207.33,241,244.95,246.75,242.88,250.27,241.8
ST18:2207,LH82 x PHP02,46,2,2,9.6244,11.176,22.373,111.23,126.39,165.91,174.72,188.47,222.76,254.93,284.18,281.54,289.36,281.87
ST18:2208,LH145 x DK3IIH6,35,2,2,7.3258,12.116,21.065,108.33,132.41,169.72,180.08,206.3,244.89,257.91,263.09,250.51,261.34,257.69
ST18:2209,LH145 x DK3IIH6,46,2,2,8.6759,11.653,23.657,113.1,142.16,182.02,187.27,212.38,250.44,277.37,288.16,283.87,288.94,289.25
ST18:2210,LH82 x PHK76,35,2,2,11.465,12.062,16.07,113.96,139.26,181.46,185.39,212.43,249.17,275.32,288.2,282.91,292.85,292.3
ST18:2211,DK3IIH6 x LH198,46,2,2,10.309,12.254,27.817,114.25,143.41,NA,196.57,228.57,266.76,270.78,273.05,266.55,272.28,268.57
ST18:2212,LH82 x LH145,46,2,2,11.021,14.019,26.523,119.46,132.84,182.67,192.79,219.27,255.76,260.27,264,258.15,265.36,259.72
ST18:2213,DK3IIH6 x LH198,35,2,2,10.021,16.918,17.203,95.458,108.13,NA,155.97,185.14,203.92,233.51,226.93,223.3,240.61,233.97
ST18:2214,LH82 x DK3IIH6,23,2,2,13.148,16.968,29.344,113.49,134.59,176.64,183.14,214.97,242.71,282,281.71,273.3,286.38,263.56
ST18:2215,PHK56 x PHK76,35,2,2,9.7782,17,29.338,112.22,126.81,164.1,168.75,199.15,225.7,254.11,243.48,247.4,250.46,241.56
ST18:2216,LH82 x LH145,35,2,2,10.907,14.548,29.07,118.72,134.16,178.44,195.92,222.01,254.82,269.16,261.19,257.15,260.98,250.93
ST18:2217,PHK56 x PHK76,23,2,2,9.4583,14.105,11.091,99.855,114.22,151.08,154.88,187.24,217.12,241.68,244.4,237.19,243.75,237.64
ST18:2218,LH82 x PHK76,46,2,2,8.497,14.829,18.674,110.96,113.38,163.82,168.17,197.52,225.63,244.11,242.39,238.87,241.47,228.29
ST18:2219,PHB47 x PHP02,46,2,2,12.687,13.959,29.576,119.46,NA,166.16,173.03,205.3,236.65,259.98,253.18,248.35,262.79,243.84
ST18:2220,LH82 x PHP02,23,2,2,8.6397,14.387,16.767,95.709,113.95,154.98,162.96,192.2,219.35,230.42,234.93,225.18,233.2,234.74
ST18:2221,LH82 x PHP02,35,2,2,8.6996,14.037,24.418,100.58,128.51,171.67,176.28,208.09,237.71,244.32,244.89,239.12,244.24,242.96
ST18:2222,LH82 x DK3IIH6,35,2,2,11.061,14.326,18.178,102.2,118.3,160.31,161.79,187.28,214.31,234.91,245.34,241.67,246.99,240.4
ST18:2223,LH82 x PHK76,23,2,2,10.42,15.436,22.745,109.72,127.29,167.64,169.12,196.41,225.02,239.2,242.04,235.06,239.1,233.32
ST18:2224,PHB47 x LH198,46,2,2,11.995,15.126,30.45,117.05,105.24,169.83,172.04,199.79,233.13,254.64,258.45,254.1,257.78,259.21
ST18:2225,PHK56 x PHK76,46,2,2,10.043,16.983,17.292,107.73,126.28,165.38,174.52,206.1,231.95,251.85,248.44,238.08,248.74,242.8
ST18:2226,PHB47 x LH198,23,2,2,11.589,17.187,34.561,121.74,136.98,179.59,186.03,215.96,242.8,276.39,275.5,272.03,278.87,276.61
ST18:2227,DK3IIH6 x PHN46,35,2,2,12.225,18.165,19.466,114.26,125.17,161.13,166.7,197.11,218.8,259.14,266.37,260.17,271.34,263.36
ST18:2228,LH82 x DK3IIH6,46,2,2,12.248,17.091,18.684,111.03,123.78,167.44,172.95,211.04,251.44,280.9,274.35,268.78,282.11,264.43
ST18:2229,PHB47 x LH198,35,2,2,13.331,15.427,23.145,112.61,110.81,163,171.63,210.32,235.08,257.27,250.72,244.01,252.64,238.06
ST18:2230,DK3IIH6 x LH198,23,2,2,9.0019,16.436,23.105,116.68,132.24,171.51,178.84,209.4,238.06,261.93,252.49,245.79,254.23,242.88
ST18:2231,PHK76 x PHP02,46,2,2,8.7549,15.616,16.702,103.29,122.66,171.5,167.52,200.82,231.89,261.92,265.02,261.47,275.88,266.85
ST18:2232,PHB47 x PHP02,23,2,2,9.3148,14.052,24.432,114.86,127.72,169.32,176.33,203.2,237.92,263.46,267.39,258.55,265.93,263.07
ST18:2233,LH145 x DK3IIH6,23,2,2,8.608,14.217,24.396,106.19,125.92,165.52,166.63,194.54,221.27,242.25,244.29,237.64,248.9,237.68
ST18:2234,DK3IIH6 x PHN46,23,2,2,10.87,14.522,18.525,115.39,131.25,169.46,171.12,199.2,227.92,260.53,281.32,275.72,286.35,279.61
ST18:2235,PHK76 x PHP02,23,2,2,8.8295,15.955,22.447,113.82,132.27,175.78,177.47,205.79,238.05,254.32,262.54,257.49,266.19,258.25
ST18:2236,LH198 x PHN46,46,2,2,11.505,17.641,27.467,110.41,124.74,164.39,162.11,192.22,218.53,240.24,240.11,235.4,243.84,234.1
