Year,Location,Experiment,Genotype,Species,PlantID-ReplicateNumber,Plot,Replicate,Test_Type,Tester_Name,Planting_Date,Testing_Date,DAP,force_N,raw_data_file,Additional_Notes,line_raw_slope_N.m
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-7,554,7,A,JR,5/20/21,8/11/21,83,61.9,554-7_08_11_2021_10_45_54.xls,NA,6655.95542
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-3,555,3,A,JR,5/20/21,8/11/21,83,51.11,555-3_08_11_2021_10_31_26.xls,NA,6316.73534
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-6,555,6,A,JR,5/20/21,8/11/21,83,60.72,555-6_08_11_2021_10_30_30.xls,NA,6953.0659
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-7,555,7,A,JR,5/20/21,8/11/21,83,61.31,555-7_08_11_2021_10_29_36.xls,NA,8129.67715
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-2,556,2,A,JR,5/20/21,8/11/21,83,66.02,556-2_08_11_2021_10_19_36.xls,NA,6866.42153
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-3,556,3,A,JR,5/20/21,8/11/21,83,53.07,556-3_08_11_2021_10_20_28.xls,NA,5735.79513
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-5,556,5,A,JR,5/20/21,8/11/21,83,46.6,556-5_08_11_2021_10_21_14.xls,NA,6187.09644
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-2,557,2,A,JR,5/20/21,8/11/21,83,64.45,557-2_08_11_2021_10_08_39.xls,NA,8250.67021
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-3,557,3,A,JR,5/20/21,8/11/21,83,44.44,557-3_08_11_2021_10_09_55.xls,NA,6788.79327
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-4,557,4,A,JR,5/20/21,8/11/21,83,47.28,557-4_08_11_2021_10_10_57.xls,NA,5888.1813
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-1,558,1,A,JR,5/20/21,8/11/21,83,65.63,558-1_08_11_2021_10_00_46.xls,CLOSE TO NEIGHBOR,6984.43123
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-3,558,3,A,JR,5/20/21,8/11/21,83,73.87,558-3_08_11_2021_09_59_41.xls,NA,7954.4481
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-4,558,4,A,JR,5/20/21,8/11/21,83,63.37,558-4_08_11_2021_09_58_38.xls,NA,2532.59445
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-5,563,5,A,JR,5/20/21,8/11/21,83,63.27,563-5_08_11_2021_10_22_39.xls,NA,6675.28643
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-6,563,6,A,JR,5/20/21,8/11/21,83,75.05,563-6_08_11_2021_10_23_38.xls,NA,7748.7804
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-7,563,7,A,JR,5/20/21,8/11/21,83,55.72,563-7_08_11_2021_10_24_34.xls,NA,8088.62289
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-2,564,2,A,JR,5/20/21,8/11/21,83,36.49,564-2_08_11_2021_10_26_06.xls,NA,6814.91681
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-6,564,6,A,JR,5/20/21,8/11/21,83,62.88,564-6_08_11_2021_10_27_05.xls,NA,6362.4594
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-7,564,7,A,JR,5/20/21,8/11/21,83,53.27,564-7_08_11_2021_10_28_36.xls,NA,5354.4637
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-3,565,3,A,JR,5/20/21,8/11/21,83,31.39,565-3_08_11_2021_10_46_58.xls,NA,3365.99037
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-7,565,7,A,JR,5/20/21,8/11/21,83,50.91,565-7_08_11_2021_10_47_51.xls,NA,5975.3664
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-8,565,8,A,JR,5/20/21,8/11/21,83,51.31,565-8_08_11_2021_10_49_05.xls,NA,5302.96945
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-2,566,2,A,JR,5/20/21,8/11/21,83,50.13,566-2_08_11_2021_11_02_15.xls,NA,4750.12605
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-3,566,3,A,JR,5/20/21,8/11/21,83,47.97,566-3_08_11_2021_11_01_12.xls,NA,4454.2482
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-4,566,4,A,JR,5/20/21,8/11/21,83,53.27,566-4_08_11_2021_11_00_10.xls,NA,5302.77995
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-2,495,2,A,JR,5/20/21,9/14/21,117,58.57,495-2_09_14_2021_14_00_12.xls,NA,4124.8735
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-2,495,2,B,JR,5/20/21,9/14/21,117,45.32,495-2_09_14_2021_14_00_29.xls,NA,5374.92655
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-3,495,3,A,JR,5/20/21,9/14/21,117,47.68,495-3_09_14_2021_14_01_21.xls,NA,4756.8247
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-3,495,3,B,JR,5/20/21,9/14/21,117,35.12,495-3_09_14_2021_14_01_37.xls,NA,6091.46543
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-4,495,4,A,JR,5/20/21,9/14/21,117,41.59,495-4_09_14_2021_14_02_23.xls,NA,4215.41925
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-4,495,4,B,JR,5/20/21,9/14/21,117,28.06,495-4_09_14_2021_14_02_39.xls,NA,5622.02229
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-2,496,2,A,JR,5/20/21,9/14/21,117,54.45,496-2_09_14_2021_13_33_25.xls,NA,4723.69826
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-2,496,2,B,JR,5/20/21,9/14/21,117,43.85,496-2_09_14_2021_13_33_40.xls,NA,5787.41286
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-3,496,3,A,JR,5/20/21,9/14/21,117,48.56,496-3_09_14_2021_13_34_33.xls,NA,5915.51487
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-3,496,3,B,JR,5/20/21,9/14/21,117,40.32,496-3_09_14_2021_13_34_47.xls,NA,6696.58895
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-7,496,7,A,JR,5/20/21,9/14/21,117,50.13,496-7_09_14_2021_13_35_44.xls,NA,4689.5096
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-7,496,7,B,JR,5/20/21,9/14/21,117,37.67,496-7_09_14_2021_13_36_00.xls,NA,5895.55277
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-5,497,5,A,JR,5/20/21,9/14/21,117,76.81,497-5_09_14_2021_13_28_38.xls,NA,6189.0471
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-5,497,5,B,JR,5/20/21,9/14/21,117,60.82,497-5_09_14_2021_13_28_54.xls,NA,7619.52398
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-6,497,6,A,JR,5/20/21,9/14/21,117,63.18,497-6_09_14_2021_13_29_48.xls,NA,6369.13542
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-6,497,6,B,JR,5/20/21,9/14/21,117,56.6,497-6_09_14_2021_13_30_07.xls,NA,6699.42454
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-7,497,7,A,JR,5/20/21,9/14/21,117,54.25,497-7_09_14_2021_13_31_32.xls,NA,3089.53389
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-7,497,7,B,JR,5/20/21,9/14/21,117,39.44,497-7_09_14_2021_13_31_49.xls,NA,4156.15362
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-4,498,4,A,JR,5/20/21,9/14/21,117,84.76,498-4_09_14_2021_12_59_23.xls,NA,10676.4443
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-4,498,4,B,JR,5/20/21,9/14/21,117,57.88,498-4_09_14_2021_12_59_41.xls,NA,13718.1175
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-5,498,5,A,JR,5/20/21,9/14/21,117,101.44,498-5_09_14_2021_13_00_45.xls,NA,10254.5994
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-5,498,5,B,JR,5/20/21,9/14/21,117,86.82,498-5_09_14_2021_13_01_01.xls,NA,11788.9358
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-7,498,7,A,JR,5/20/21,9/14/21,117,76.13,498-7_09_14_2021_13_02_07.xls,NA,7727.64478
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-7,498,7,B,JR,5/20/21,9/14/21,117,52.48,498-7_09_14_2021_13_02_22.xls,NA,11084.7929
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-2,499,2,A,JR,5/20/21,9/14/21,117,67,499-2_09_14_2021_12_45_39.xls,NA,11078.6175
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-2,499,2,B,JR,5/20/21,9/14/21,117,53.37,499-2_09_14_2021_12_45_54.xls,NA,12315.0159
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-3,499,3,A,JR,5/20/21,9/14/21,117,61.31,499-3_09_14_2021_12_46_52.xls,NA,6284.43992
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-3,499,3,B,JR,5/20/21,9/14/21,117,47.87,499-3_09_14_2021_12_47_06.xls,NA,7669.73
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-4,499,4,A,JR,5/20/21,9/14/21,117,63.67,499-4_09_14_2021_12_48_22.xls,NA,6928.38714
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-4,499,4,B,JR,5/20/21,9/14/21,117,53.76,499-4_09_14_2021_12_48_37.xls,NA,7975.54373
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-5,500,5,A,JR,5/20/21,9/14/21,117,81.91,500-5_09_14_2021_12_28_00.xls,NA,8056.39528
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-5,500,5,B,JR,5/20/21,9/14/21,117,57.88,500-5_09_14_2021_12_28_15.xls,NA,10169.3371
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-6,500,6,A,JR,5/20/21,9/14/21,117,65.43,500-6_09_14_2021_12_29_10.xls,NA,5823.6861
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-6,500,6,B,JR,5/20/21,9/14/21,117,50.62,500-6_09_14_2021_12_29_26.xls,NA,7018.59733
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-7,500,7,A,JR,5/20/21,9/14/21,117,99.18,500-7_09_14_2021_12_30_49.xls,NA,9175.76975
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-7,500,7,B,JR,5/20/21,9/14/21,117,71.61,500-7_09_14_2021_12_31_06.xls,NA,12325.5324
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-9,500,9,A,JR,5/20/21,9/14/21,117,96.53,500-9_09_14_2021_12_32_28.xls,NA,10160.3887
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-9,500,9,B,JR,5/20/21,9/14/21,117,73.97,500-9_09_14_2021_12_32_43.xls,NA,12091.4254
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-5,503,5,A,JR,5/20/21,9/14/21,117,60.63,503-5_09_14_2021_12_38_47.xls,NA,6368.546
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-5,503,5,B,JR,5/20/21,9/14/21,117,33.84,503-5_09_14_2021_12_39_04.xls,NA,10361.5936
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-6,503,6,A,JR,5/20/21,9/14/21,117,76.03,503-6_09_14_2021_12_37_03.xls,NA,9848.2571
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-6,503,6,B,JR,5/20/21,9/14/21,117,58.57,503-6_09_14_2021_12_37_19.xls,NA,11337.7858
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-7,503,7,A,JR,5/20/21,9/14/21,117,67.89,503-7_09_14_2021_12_35_38.xls,NA,5761.52228
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-7,503,7,B,JR,5/20/21,9/14/21,117,55.13,503-7_09_14_2021_12_36_02.xls,NA,6024.8335
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-8,503,8,A,JR,5/20/21,9/14/21,117,71.81,503-8_09_14_2021_12_34_00.xls,NA,6018.56604
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-8,503,8,B,JR,5/20/21,9/14/21,117,36.98,503-8_09_14_2021_12_34_38.xls,NA,9791.67927
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-2,504,2,A,JR,5/20/21,9/14/21,117,82.8,504-2_09_14_2021_12_49_44.xls,NA,6936.38971
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-2,504,2,B,JR,5/20/21,9/14/21,117,66.71,504-2_09_14_2021_12_50_01.xls,NA,8380.87241
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-3,504,3,A,JR,5/20/21,9/14/21,117,87.41,504-3_09_14_2021_12_51_07.xls,NA,7291.86877
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-3,504,3,B,JR,5/20/21,9/14/21,117,69.75,504-3_09_14_2021_12_51_21.xls,NA,9295.16681
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-4,504,4,A,JR,5/20/21,9/14/21,117,92.8,504-4_09_14_2021_12_52_30.xls,NA,6467.69589
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-4,504,4,B,JR,5/20/21,9/14/21,117,70.24,504-4_09_14_2021_12_52_44.xls,NA,8916.08164
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-4,505,4,A,JR,5/20/21,9/14/21,117,61.12,505-4_09_14_2021_13_03_36.xls,NA,8208.166
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-4,505,4,B,JR,5/20/21,9/14/21,117,39.24,505-4_09_14_2021_13_03_51.xls,NA,10426.1461
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-5,505,5,A,JR,5/20/21,9/14/21,117,55.43,505-5_09_14_2021_13_05_19.xls,NA,6634.68245
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-5,505,5,B,JR,5/20/21,9/14/21,117,35.51,505-5_09_14_2021_13_05_35.xls,NA,8922.46562
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-7,505,7,A,JR,5/20/21,9/14/21,117,44.64,505-7_09_14_2021_13_06_37.xls,NA,5087.64061
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-7,505,7,B,JR,5/20/21,9/14/21,117,35.32,505-7_09_14_2021_13_06_52.xls,NA,5881.24967
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-2,506,2,A,JR,5/20/21,9/14/21,117,51.8,506-2_09_14_2021_13_24_31.xls,NA,5818.5869
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-2,506,2,B,JR,5/20/21,9/14/21,117,42.67,506-2_09_14_2021_13_24_45.xls,NA,6405.01226
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-3,506,3,A,JR,5/20/21,9/14/21,117,73.48,506-3_09_14_2021_13_25_51.xls,NA,7894.8
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-3,506,3,B,JR,5/20/21,9/14/21,117,63.67,506-3_09_14_2021_13_26_08.xls,NA,8582.18154
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-5,506,5,A,JR,5/20/21,9/14/21,117,62.69,506-5_09_14_2021_13_27_14.xls,NA,6977.08062
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-5,506,5,B,JR,5/20/21,9/14/21,117,49.15,506-5_09_14_2021_13_27_29.xls,NA,8416.51628
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-3,507,3,A,JR,5/20/21,9/14/21,117,75.44,507-3_09_14_2021_13_37_18.xls,NA,7277.90643
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-3,507,3,B,JR,5/20/21,9/14/21,117,51.5,507-3_09_14_2021_13_37_34.xls,NA,9448.22407
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-4,507,4,A,JR,5/20/21,9/14/21,117,56.9,507-4_09_14_2021_13_38_36.xls,NA,5739.61995
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-4,507,4,B,JR,5/20/21,9/14/21,117,44.83,507-4_09_14_2021_13_38_53.xls,NA,6906.9351
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-5,507,5,A,JR,5/20/21,9/14/21,117,51.99,507-5_09_14_2021_13_39_56.xls,NA,4709.08395
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-5,507,5,B,JR,5/20/21,9/14/21,117,30.51,507-5_09_14_2021_13_40_11.xls,NA,7013.49467
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-1,508,1,A,JR,5/20/21,9/14/21,117,73.18,508-1_09_14_2021_13_56_44.xls,NA,4093.31351
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-1,508,1,B,JR,5/20/21,9/14/21,117,57.39,508-1_09_14_2021_13_56_59.xls,NA,5448.4692
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-2,508,2,A,JR,5/20/21,9/14/21,117,59.45,508-2_09_14_2021_13_57_48.xls,NA,4992.9745
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-2,508,2,B,JR,5/20/21,9/14/21,117,51.21,508-2_09_14_2021_13_58_03.xls,NA,5877.29967
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-3,508,3,A,JR,5/20/21,9/14/21,117,45.32,508-3_09_14_2021_13_59_01.xls,NA,4165.4375
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-3,508,3,B,JR,5/20/21,9/14/21,117,31.1,508-3_09_14_2021_13_59_16.xls,NA,5548.52484
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-3,553,3,A,JR,5/20/21,9/14/21,117,57.29,553-3_09_14_2021_13_55_33.xls,NA,5305.353
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-3,553,3,B,JR,5/20/21,9/14/21,117,45.32,553-3_09_14_2021_13_55_49.xls,NA,6300.11648
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-4,553,4,A,JR,5/20/21,9/14/21,117,68.57,553-4_09_14_2021_13_54_29.xls,NA,5517.9749
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-4,553,4,B,JR,5/20/21,9/14/21,117,51.99,553-4_09_14_2021_13_54_45.xls,NA,7010.96507
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-5,553,5,A,JR,5/20/21,9/14/21,117,50.72,553-5_09_14_2021_13_53_22.xls,NA,6335.404
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-5,553,5,B,JR,5/20/21,9/14/21,117,39.73,553-5_09_14_2021_13_53_37.xls,NA,7263.13566
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-5,554,5,A,JR,5/20/21,9/14/21,117,76.13,554-5_09_14_2021_13_41_17.xls,NA,9493.08055
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-5,554,5,B,JR,5/20/21,9/14/21,117,51.89,554-5_09_14_2021_13_41_33.xls,NA,12353.4606
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-6,554,6,A,JR,5/20/21,9/14/21,117,104.57,554-6_09_14_2021_13_42_33.xls,NA,7505.06615
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-6,554,6,B,JR,5/20/21,9/14/21,117,76.13,554-6_09_14_2021_13_42_49.xls,NA,10757.1185
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-7,554,7,A,JR,5/20/21,9/14/21,117,64.75,554-7_09_14_2021_13_43_46.xls,NA,6762.42111
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-7,554,7,B,JR,5/20/21,9/14/21,117,31.69,554-7_09_14_2021_13_44_01.xls,NA,10278.5358
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-2,555,2,A,JR,5/20/21,9/14/21,117,57.68,555-2_09_14_2021_13_20_45.xls,NA,7080.24827
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-2,555,2,B,JR,5/20/21,9/14/21,117,48.56,555-2_09_14_2021_13_21_00.xls,NA,7721.66588
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-3,555,3,A,JR,5/20/21,9/14/21,117,75.44,555-3_09_14_2021_13_22_03.xls,NA,5042.8641
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-3,555,3,B,JR,5/20/21,9/14/21,117,57.58,555-3_09_14_2021_13_22_18.xls,NA,6553.05203
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-4,555,4,A,JR,5/20/21,9/14/21,117,49.93,555-4_09_14_2021_13_23_15.xls,NA,6692.98145
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,555-4,555,4,B,JR,5/20/21,9/14/21,117,37.18,555-4_09_14_2021_13_23_30.xls,NA,8293.81596
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-2,556,2,A,JR,5/20/21,9/14/21,117,73.87,556-2_09_14_2021_13_07_56.xls,NA,8146.4229
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-2,556,2,B,JR,5/20/21,9/14/21,117,57.29,556-2_09_14_2021_13_08_24.xls,NA,10109.2126
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-3,556,3,A,JR,5/20/21,9/14/21,117,52.97,556-3_09_14_2021_13_09_20.xls,NA,5932.10417
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-3,556,3,B,JR,5/20/21,9/14/21,117,46.01,556-3_09_14_2021_13_09_36.xls,NA,6536.53402
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-4,556,4,A,JR,5/20/21,9/14/21,117,77.6,556-4_09_14_2021_13_10_29.xls,NA,4276.12441
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,556-4,556,4,B,JR,5/20/21,9/14/21,117,67.1,556-4_09_14_2021_13_10_44.xls,NA,5293.22485
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-4,557,4,A,JR,5/20/21,9/14/21,117,52.58,557-4_09_14_2021_12_54_22.xls,NA,9086.10546
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-4,557,4,B,JR,5/20/21,9/14/21,117,43.95,557-4_09_14_2021_12_54_37.xls,NA,10047.1827
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-5,557,5,A,JR,5/20/21,9/14/21,117,89.66,557-5_09_14_2021_12_55_53.xls,NA,9043.69165
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-5,557,5,B,JR,5/20/21,9/14/21,117,72.2,557-5_09_14_2021_12_56_08.xls,NA,10341.8349
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-6,557,6,A,JR,5/20/21,9/14/21,117,74.26,557-6_09_14_2021_12_57_26.xls,NA,6356.3153
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,557-6,557,6,B,JR,5/20/21,9/14/21,117,56.8,557-6_09_14_2021_12_57_42.xls,NA,7773.44877
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-3,558,3,A,JR,5/20/21,9/14/21,117,91.23,558-3_09_14_2021_12_43_47.xls,NA,7444.71566
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-3,558,3,B,JR,5/20/21,9/14/21,117,72.89,558-3_09_14_2021_12_44_04.xls,NA,9139.126
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-4,558,4,A,JR,5/20/21,9/14/21,117,77.89,558-4_09_14_2021_12_42_25.xls,NA,6286.5036
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-4,558,4,B,JR,5/20/21,9/14/21,117,51.7,558-4_09_14_2021_12_42_41.xls,NA,9976.86677
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-5,558,5,A,JR,5/20/21,9/14/21,117,76.13,558-5_09_14_2021_12_40_41.xls,NA,7726.72334
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,558-5,558,5,B,JR,5/20/21,9/14/21,117,59.64,558-5_09_14_2021_12_41_05.xls,NA,9772.94459
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-2,563,2,A,JR,5/20/21,9/14/21,117,113.31,563-2_09_14_2021_13_12_03.xls,NA,9448.03282
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-2,563,2,B,JR,5/20/21,9/14/21,117,73.58,563-2_09_14_2021_13_12_18.xls,NA,13603.6527
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-5,563,5,A,JR,5/20/21,9/14/21,117,66.9,563-5_09_14_2021_13_13_25.xls,NA,7484.70071
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-5,563,5,B,JR,5/20/21,9/14/21,117,55.52,563-5_09_14_2021_13_13_40.xls,NA,8754.11255
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-6,563,6,A,JR,5/20/21,9/14/21,117,99.28,563-6_09_14_2021_13_14_39.xls,NA,7725.25774
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,563-6,563,6,B,JR,5/20/21,9/14/21,117,67.69,563-6_09_14_2021_13_14_54.xls,NA,11562.9757
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-2,564,2,A,JR,5/20/21,9/14/21,117,83.68,564-2_09_14_2021_13_16_02.xls,NA,6307.49318
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-2,564,2,B,JR,5/20/21,9/14/21,117,66.02,564-2_09_14_2021_13_16_17.xls,NA,7936.59313
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-6,564,6,A,JR,5/20/21,9/14/21,117,83.78,564-6_09_14_2021_13_17_33.xls,NA,7194.22799
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-6,564,6,B,JR,5/20/21,9/14/21,117,69.36,564-6_09_14_2021_13_17_52.xls,NA,8492.77456
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-7,564,7,A,JR,5/20/21,9/14/21,117,62.2,564-7_09_14_2021_13_18_56.xls,NA,8007.66529
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,564-7,564,7,B,JR,5/20/21,9/14/21,117,49.34,564-7_09_14_2021_13_19_11.xls,NA,9539.1488
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-3,565,3,A,JR,5/20/21,9/14/21,117,54.54,565-3_09_14_2021_13_48_02.xls,NA,4488.157
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-3,565,3,B,JR,5/20/21,9/14/21,117,45.71,565-3_09_14_2021_13_48_17.xls,NA,5229.51894
