Year,Location,Experiment,Genotype,Species,PlantID-ReplicateNumber,Plot,Replicate,Test_Type,Tester_Name,Planting_Date,Testing_Date,DAP,force_N,raw_data_file,Additional_Notes,line_raw_slope_N.m
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-10,230,10,B,JR,6/26/20,9/25/20,91,22.86,230-10_09_25_2020_14_44_00.xls,1WR,4057.28194
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-2,230,2,A,JR,6/26/20,9/25/20,91,26.09,230-2_09_25_2020_15_01_30.xls,NA,1901.28827
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-2,230,2,B,JR,6/26/20,9/25/20,91,16.68,230-2_09_25_2020_15_02_10.xls,2WR-TWP,2031.2575
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-3,230,3,A,JR,6/26/20,9/25/20,91,41.79,230-3_09_25_2020_14_59_12.xls,NA,3135.45785
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-3,230,3,B,JR,6/26/20,9/25/20,91,23.05,230-3_09_25_2020_14_59_38.xls,1WR,2334.20609
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-4,230,4,A,JR,6/26/20,9/25/20,91,30.9,230-4_09_25_2020_14_57_33.xls,NA,5124.07726
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-4,230,4,B,JR,6/26/20,9/25/20,91,18.25,230-4_09_25_2020_14_58_04.xls,1WR,3652.57915
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-5,230,5,A,JR,6/26/20,9/25/20,91,40.12,230-5_09_25_2020_14_54_26.xls,NA,3875.08302
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-5,230,5,B,JR,6/26/20,9/25/20,91,19.33,230-5_09_25_2020_14_56_05.xls,2WR,2829.61456
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-6,230,6,A,JR,6/26/20,9/25/20,91,56.6,230-6_09_25_2020_14_51_57.xls,NA,3531.67301
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-6,230,6,B,JR,6/26/20,9/25/20,91,22.27,230-6_09_25_2020_14_52_52.xls,2WR,2202.82515
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-7,230,7,A,JR,6/26/20,9/25/20,91,31.88,230-7_09_25_2020_14_49_56.xls,NA,5274.17549
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-7,230,7,B,JR,6/26/20,9/25/20,91,18.93,230-7_09_25_2020_14_50_23.xls,1WR,3055.3139
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-8,230,8,A,JR,6/26/20,9/25/20,91,39.44,230-8_09_25_2020_14_48_13.xls,NA,4378.9791
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-8,230,8,B,JR,6/26/20,9/25/20,91,17.85,230-8_09_25_2020_14_48_41.xls,1WR,3751.94805
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-9,230,9,A,JR,6/26/20,9/25/20,91,57.68,230-9_09_25_2020_14_46_23.xls,NA,4428.62185
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,230-9,230,9,B,JR,6/26/20,9/25/20,91,34.43,230-9_09_25_2020_14_46_57.xls,1WR,3372.4213
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-1,231,1,A,JR,6/26/20,9/25/20,91,48.27,231-1_09_25_2020_13_37_38.xls,NA,7263.95278
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-1,231,1,B,JR,6/26/20,9/25/20,91,9.52,231-1_09_25_2020_13_39_14.xls,2WR - CRACKED,1300.40856
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-2,231,2,A,JR,6/26/20,9/25/20,91,56.51,231-2_09_25_2020_13_40_17.xls,NA,6195.21028
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-2,231,2,B,JR,6/26/20,9/25/20,91,16.58,231-2_09_25_2020_13_41_09.xls,2WR,2450.39378
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-3,231,3,A,JR,6/26/20,9/25/20,91,45.42,231-3_09_25_2020_13_42_21.xls,NA,6932.3667
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-3,231,3,B,JR,6/26/20,9/25/20,91,18.25,231-3_09_25_2020_13_43_29.xls,2WR,3042.09218
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-4,231,4,A,JR,6/26/20,9/25/20,91,67.49,231-4_09_25_2020_13_44_44.xls,NA,5605.71637
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-4,231,4,B,JR,6/26/20,9/25/20,91,24.43,231-4_09_25_2020_13_45_42.xls,2WR,3194.873
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-6,231,6,A,JR,6/26/20,9/25/20,91,54.94,231-6_09_25_2020_13_47_00.xls,NA,6299.089
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-6,231,6,B,JR,6/26/20,9/25/20,91,22.86,231-6_09_25_2020_13_47_51.xls,2WR,4810.71298
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-7,231,7,A,JR,6/26/20,9/25/20,91,66.02,231-7_09_25_2020_13_49_04.xls,NA,6025.34988
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-7,231,7,B,JR,6/26/20,9/25/20,91,12.46,231-7_09_25_2020_13_50_25.xls,WR,1989.63647
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-8,231,8,A,JR,6/26/20,9/25/20,91,51.21,231-8_09_25_2020_13_53_51.xls,NA,7455.08441
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-8,231,8,B,JR,6/26/20,9/25/20,91,30.41,231-8_09_25_2020_13_55_03.xls,2WR,4450.46333
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-9,231,9,A,JR,6/26/20,9/25/20,91,48.85,231-9_09_25_2020_13_56_04.xls,NA,8178.56361
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,231-9,231,9,B,JR,6/26/20,9/25/20,91,34.43,231-9_09_25_2020_13_57_10.xls,1WR,4948.81344
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-1,232,1,A,jr,6/26/20,9/25/20,91,34.92,232-1_09_25_2020_13_26_24.xls,NA,4474.50408
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-1,232,1,B,jr,6/26/20,9/25/20,91,10.69,232-1_09_25_2020_13_27_25.xls,2WR,1026.04009
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-2,232,2,A,jr,6/26/20,9/25/20,91,38.75,232-2_09_25_2020_13_24_35.xls,NA,4072.89417
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-2,232,2,B,jr,6/26/20,9/25/20,91,18.74,232-2_09_25_2020_13_25_08.xls,1WR,4001.2535
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-3,232,3,A,jr,6/26/20,9/25/20,91,44.73,232-3_09_25_2020_13_22_34.xls,NA,4835.53608
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-3,232,3,B,jr,6/26/20,9/25/20,91,28.35,232-3_09_25_2020_13_23_06.xls,1WR,3179.10951
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-4,232,4,A,jr,6/26/20,9/25/20,91,26.88,232-4_09_25_2020_13_20_29.xls,NA,4079.17036
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-4,232,4,B,jr,6/26/20,9/25/20,91,18.44,232-4_09_25_2020_13_20_59.xls,1WR,3900.77018
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-5,232,5,A,jr,6/26/20,9/25/20,91,34.14,232-5_09_25_2020_13_18_17.xls,NA,4115.76001
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-5,232,5,B,jr,6/26/20,9/25/20,91,22.56,232-5_09_25_2020_13_18_49.xls,1WR,2659.30214
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-6,232,6,A,jr,6/26/20,9/25/20,91,36.69,232-6_09_25_2020_13_16_23.xls,NA,6252.30272
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-6,232,6,B,jr,6/26/20,9/25/20,91,22.66,232-6_09_25_2020_13_16_54.xls,1WR,3554.21861
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-7,232,7,A,jr,6/26/20,9/25/20,91,58.76,232-7_09_25_2020_13_14_51.xls,NA,5941.99134
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-7,232,7,B,jr,6/26/20,9/25/20,91,21.78,232-7_09_25_2020_13_15_27.xls,1WR,4552.15668
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-8,232,8,A,jr,6/26/20,9/25/20,91,29.33,232-8_09_25_2020_13_12_52.xls,NA,4196.2395
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,232-8,232,8,B,jr,6/26/20,9/25/20,91,18.25,232-8_09_25_2020_13_13_33.xls,1WR,3057.67659
2020,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,233-4,233,4,A,jr,6/26/20,9/25/20,91,51.4,233-4_09_25_2020_12_41_49.xls,NA,5283.0543
2020,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,233-4,233,4,B,jr,6/26/20,9/25/20,91,23.64,233-4_09_25_2020_12_42_24.xls,1WR,3316.72665
2020,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,233-5,233,5,A,jr,6/26/20,9/25/20,91,53.66,233-5_09_25_2020_12_43_34.xls,NA,5193.72207
2020,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,233-5,233,5,B,jr,6/26/20,9/25/20,91,19.82,233-5_09_25_2020_12_44_29.xls,2WR - TWP,3830.84198
2020,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,233-7,233,7,A,jr,6/26/20,9/25/20,91,36.69,233-7_09_25_2020_12_45_53.xls,NA,4349.55754
2020,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,233-7,233,7,B,jr,6/26/20,9/25/20,91,11.09,233-7_09_25_2020_12_46_42.xls,1WR,2181.7695
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,235-1,235,1,A,jr,6/26/20,9/25/20,91,41.59,235-1_09_25_2020_12_23_37.xls,NA,8096.72804
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,235-1,235,1,B,jr,6/26/20,9/25/20,91,10.69,235-1_09_25_2020_12_25_00.xls,3 WR - TWP,3300.55808
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,235-3,235,3,A,jr,6/26/20,9/25/20,91,62.29,235-3_09_25_2020_12_21_23.xls,NA,10173.6991
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,235-3,235,3,B,jr,6/26/20,9/25/20,91,21.48,235-3_09_25_2020_12_22_15.xls,2 WR - TWP,5825.84885
2020,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,236-5,236,5,A,jr,6/26/20,9/25/20,91,52.68,236-5_09_25_2020_12_48_43.xls,NA,6616.53367
2020,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,236-5,236,5,B,jr,6/26/20,9/25/20,91,28.65,236-5_09_25_2020_12_49_15.xls,1WR,4901.28479
2020,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,236-9,236,9,A,jr,6/26/20,9/25/20,91,79.26,236-9_09_25_2020_12_50_50.xls,NA,10739.0775
2020,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,236-9,236,9,B,jr,6/26/20,9/25/20,91,30.9,236-9_09_25_2020_12_52_47.xls,2WR,4859.7194
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-2,238,2,A,JR,6/26/20,9/25/20,91,53.86,238-2_09_25_2020_13_58_22.xls,NA,4632.06593
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-2,238,2,B,JR,6/26/20,9/25/20,91,28.45,238-2_09_25_2020_13_59_00.xls,1WR,3629.73974
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-3,238,3,A,JR,6/26/20,9/25/20,91,36.59,238-3_09_25_2020_14_00_43.xls,NA,2801.5004
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-3,238,3,B,JR,6/26/20,9/25/20,91,22.76,238-3_09_25_2020_14_01_34.xls,1WR,2678.04204
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-4,238,4,A,JR,6/26/20,9/25/20,91,25.21,238-4_09_25_2020_14_03_11.xls,NA,2878.05942
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-4,238,4,B,JR,6/26/20,9/25/20,91,13.54,238-4_09_25_2020_14_03_54.xls,1WR,2632.9665
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-8,238,8,A,JR,6/26/20,9/25/20,91,19.82,238-8_09_25_2020_14_06_47.xls,NA,6596.28297
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-8,238,8,B,JR,6/26/20,9/25/20,91,9.42,238-8_09_25_2020_14_08_40.xls,2WR,2066.12424
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-9,238,9,A,JR,6/26/20,9/25/20,91,46.6,238-9_09_25_2020_14_10_37.xls,NA,3932.6327
2020,Newark,Lodging Hybrids,LH82 x PHP02,Maize,238-9,238,9,B,JR,6/26/20,9/25/20,91,13.24,238-9_09_25_2020_14_12_15.xls,2WR,1086.1611
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-1,239,1,A,JR,6/26/20,9/25/20,91,64.84,239-1_09_25_2020_14_40_06.xls,NA,6518.56778
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-1,239,1,B,JR,6/26/20,9/25/20,91,25.11,239-1_09_25_2020_14_41_38.xls,2WR,3253.12332
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-2,239,2,A,JR,6/26/20,9/25/20,91,36.4,239-2_09_25_2020_14_37_25.xls,NA,7717.82194
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-2,239,2,B,JR,6/26/20,9/25/20,91,8.83,239-2_09_25_2020_14_38_47.xls,2WR,4152.46093
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-3,239,3,A,JR,6/26/20,9/25/20,91,60.14,239-3_09_25_2020_14_31_52.xls,NA,8110.10623
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-3,239,3,B,JR,6/26/20,9/25/20,91,30.21,239-3_09_25_2020_14_32_52.xls,2WR,5823.45834
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-4,239,4,A,JR,6/26/20,9/25/20,91,13.34,239-4_09_25_2020_14_29_29.xls,NA,7626.42779
2020,Newark,Lodging Hybrids,LH198 x PHN46,Maize,239-4,239,4,B,JR,6/26/20,9/25/20,91,4.81,239-4_09_25_2020_14_30_33.xls,2WR,3647.47475
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-1,241,1,A,JR,6/26/20,9/25/20,91,65.14,241-1_09_25_2020_14_13_29.xls,NA,7051.22655
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-1,241,1,B,JR,6/26/20,9/25/20,91,21.88,241-1_09_25_2020_14_14_33.xls,2WR,3183.0908
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-2,241,2,A,JR,6/26/20,9/25/20,91,73.77,241-2_09_25_2020_14_15_41.xls,NA,6704.2838
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-2,241,2,B,JR,6/26/20,9/25/20,91,30.31,241-2_09_25_2020_14_16_37.xls,2WR,4755.65639
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-4,241,4,A,JR,6/26/20,9/25/20,91,36.2,241-4_09_25_2020_14_17_56.xls,NA,3398.8178
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-4,241,4,B,JR,6/26/20,9/25/20,91,14.32,241-4_09_25_2020_14_18_57.xls,2WR,2535.43873
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-5,241,5,A,JR,6/26/20,9/25/20,91,48.85,241-5_09_25_2020_14_20_29.xls,NA,4031.01932
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-5,241,5,B,JR,6/26/20,9/25/20,91,24.52,241-5_09_25_2020_14_21_20.xls,2WR,2329.55893
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-6,241,6,A,JR,6/26/20,9/25/20,91,55.52,241-6_09_25_2020_14_22_55.xls,NA,4207.92608
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-6,241,6,B,JR,6/26/20,9/25/20,91,25.11,241-6_09_25_2020_14_23_52.xls,2WR,3595.74749
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-7,241,7,A,JR,6/26/20,9/25/20,91,48.85,241-7_09_25_2020_14_25_02.xls,NA,5218.68774
2020,Newark,Lodging Hybrids,LH82 x LH145,Maize,241-7,241,7,B,JR,6/26/20,9/25/20,91,22.17,241-7_09_25_2020_14_25_54.xls,2WR TWP,4904.58457
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-2,242,2,A,jr,6/26/20,9/25/20,91,42.77,242-2_09_25_2020_13_10_20.xls,NA,5350.96403
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-2,242,2,B,jr,6/26/20,9/25/20,91,19.91,242-2_09_25_2020_13_11_14.xls,1WR,3873.59134
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-3,242,3,A,jr,6/26/20,9/25/20,91,35.71,242-3_09_25_2020_13_08_26.xls,NA,5020.48541
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-3,242,3,B,jr,6/26/20,9/25/20,91,19.33,242-3_09_25_2020_13_08_53.xls,1WR,3155.23218
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-7,242,7,A,jr,6/26/20,9/25/20,91,27.96,242-7_09_25_2020_13_06_24.xls,NA,4421.07825
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-7,242,7,B,jr,6/26/20,9/25/20,91,19.42,242-7_09_25_2020_13_07_04.xls,1WR,3191.78185
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-8,242,8,A,jr,6/26/20,9/25/20,91,21.78,242-8_09_25_2020_13_04_15.xls,NA,3081.25141
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-8,242,8,B,jr,6/26/20,9/25/20,91,12.36,242-8_09_25_2020_13_05_02.xls,2WR TWP,2135.36744
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-9,242,9,A,jr,6/26/20,9/25/20,91,42.28,242-9_09_25_2020_13_01_58.xls,NA,7522.82029
2020,Newark,Lodging Hybrids,LH82 x PHK76,Maize,242-9,242,9,B,jr,6/26/20,9/25/20,91,23.15,242-9_09_25_2020_13_02_45.xls,2WR-TWP,3213.35211
2020,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,245-6,245,6,A,jr,6/26/20,9/25/20,91,32.86,245-6_09_25_2020_12_18_04.xls,NA,5853.82743
2020,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,245-6,245,6,B,jr,6/26/20,9/25/20,91,10.59,245-6_09_25_2020_12_19_08.xls,1 WR,5140.40404
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,246-7,246,7,A,jr,6/26/20,9/25/20,91,72.2,246-7_09_25_2020_12_55_12.xls,*FOOT BROKE,6180.39952
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,246-7,246,7,B,jr,6/26/20,9/25/20,91,36.4,246-7_09_25_2020_12_56_25.xls,2 WR,5872.70815
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,246-9,246,9,A,jr,6/26/20,9/25/20,91,7.65,246-9_09_25_2020_12_58_35.xls,NA,8070.16986
2020,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,246-9,246,9,B,jr,6/26/20,9/25/20,91,2.06,246-9_09_25_2020_13_00_04.xls,2 WR,6074.0225
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-2,495,2,A,JR,5/20/21,8/11/21,83,43.46,495-2_08_11_2021_10_50_35.xls,NA,4125.84016
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-3,495,3,A,JR,5/20/21,8/11/21,83,42.77,495-3_08_11_2021_10_51_19.xls,NA,3493.21268
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,495-4,495,4,A,JR,5/20/21,8/11/21,83,41.01,495-4_08_11_2021_10_52_11.xls,NA,4373.4957
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-6,496,6,A,JR,5/20/21,8/11/21,83,51.31,496-6_08_11_2021_10_38_25.xls,NA,5825.15864
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-7,496,7,A,JR,5/20/21,8/11/21,83,37.28,496-7_08_11_2021_10_39_14.xls,NA,5406.80645
2021,Newark,Lodging Hybrids,LH82 x PHK76,Maize,496-9,496,9,A,JR,5/20/21,8/11/21,83,49.64,496-9_08_11_2021_10_40_15.xls,NA,4965.73654
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-5,497,5,A,JR,5/20/21,8/11/21,83,72.99,497-5_08_11_2021_10_35_34.xls,NA,6588.00396
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-6,497,6,A,JR,5/20/21,8/11/21,83,52.88,497-6_08_11_2021_10_36_27.xls,NA,6786.674
2021,Newark,Lodging Hybrids,LH82 x LH145,Maize,497-7,497,7,A,JR,5/20/21,8/11/21,83,30.9,497-7_08_11_2021_10_37_17.xls,NA,4465.62875
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-4,498,4,A,JR,5/20/21,8/11/21,83,53.86,498-4_08_11_2021_10_12_12.xls,NA,6885.62562
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-5,498,5,A,JR,5/20/21,8/11/21,83,0.98,498-5_08_11_2021_10_13_42.xls,NA,10466.1642
2021,Newark,Lodging Hybrids,LH198 x PHN46,Maize,498-6,498,6,A,JR,5/20/21,8/11/21,83,62.59,498-6_08_11_2021_10_14_37.xls,NA,7021.05217
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-2,499,2,A,JR,5/20/21,8/11/21,83,68.77,499-2_08_11_2021_10_02_37.xls,NA,5812.96963
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-3,499,3,A,JR,5/20/21,8/11/21,83,40.02,499-3_08_11_2021_10_03_32.xls,NA,5029.89969
2021,Newark,Lodging Hybrids,LH145 x DK3IIH6,Maize,499-4,499,4,A,JR,5/20/21,8/11/21,83,62.98,499-4_08_11_2021_10_04_24.xls,NA,6671.6824
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-2,500,2,A,JR,5/20/21,8/11/21,83,51.7,500-2_08_11_2021_09_51_42.xls,NA,4101.03618
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-5,500,5,A,JR,5/20/21,8/11/21,83,72.1,500-5_08_11_2021_09_52_42.xls,NA,6203.71877
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,500-6,500,6,A,JR,5/20/21,8/11/21,83,58.27,500-6_08_11_2021_09_53_33.xls,NA,5747.98067
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-3,503,3,A,JR,5/20/21,8/11/21,83,124.59,503-3_08_11_2021_09_57_11.xls,NA,6681.90337
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-4,503,4,A,JR,5/20/21,8/11/21,83,76.52,503-4_08_11_2021_09_55_53.xls,NA,7792.24082
2021,Newark,Lodging Hybrids,PHB47 x LH198,Maize,503-5,503,5,A,JR,5/20/21,8/11/21,83,37.28,503-5_08_11_2021_09_54_51.xls,NA,5335.39352
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-2,504,2,A,JR,5/20/21,8/11/21,83,52.19,504-2_08_11_2021_10_05_33.xls,NA,7236.6279
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-3,504,3,A,JR,5/20/21,8/11/21,83,46.21,504-3_08_11_2021_10_06_29.xls,NA,7066.75012
2021,Newark,Lodging Hybrids,PHB47 x PHP02,Maize,504-4,504,4,A,JR,5/20/21,8/11/21,83,56.8,504-4_08_11_2021_10_07_28.xls,NA,6359.78025
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-5,505,5,A,JR,5/20/21,8/11/21,83,51.5,505-5_08_11_2021_10_15_52.xls,NA,6795.19985
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-7,505,7,A,JR,5/20/21,8/11/21,83,35.22,505-7_08_11_2021_10_16_49.xls,NA,4888.34646
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,505-8,505,8,A,JR,5/20/21,8/11/21,83,14.62,505-8_08_11_2021_10_18_28.xls,NA,6429.80754
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-2,506,2,A,JR,5/20/21,8/11/21,83,63.27,506-2_08_11_2021_10_32_18.xls,NA,5487.50326
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-3,506,3,A,JR,5/20/21,8/11/21,83,62.69,506-3_08_11_2021_10_33_32.xls,NA,7850.22514
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,506-5,506,5,A,JR,5/20/21,8/11/21,83,69.65,506-5_08_11_2021_10_34_28.xls,NA,7545.95003
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-3,507,3,A,JR,5/20/21,8/11/21,83,65.14,507-3_08_11_2021_10_43_06.xls,NA,5955.65987
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-5,507,5,A,JR,5/20/21,8/11/21,83,44.05,507-5_08_11_2021_10_42_14.xls,NA,6137.24335
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,507-8,507,8,A,JR,5/20/21,8/11/21,83,67.49,507-8_08_11_2021_10_41_21.xls,NA,3686.84782
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-4,508,4,A,JR,5/20/21,8/11/21,83,48.36,508-4_08_11_2021_10_53_14.xls,NA,5548.0815
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-6,508,6,A,JR,5/20/21,8/11/21,83,50.13,508-6_08_11_2021_10_54_11.xls,NA,5227.81516
2021,Newark,Lodging Hybrids,LH82 x PHP02,Maize,508-8,508,8,A,JR,5/20/21,8/11/21,83,40.81,508-8_08_11_2021_10_55_05.xls,NA,3703.68574
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-2,553,2,A,JR,5/20/21,8/11/21,83,50.91,553-2_08_11_2021_10_56_13.xls,NA,7937.97006
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-3,553,3,A,JR,5/20/21,8/11/21,83,59.45,553-3_08_11_2021_10_57_01.xls,NA,4855.55556
2021,Newark,Lodging Hybrids,PHK56 x PHK76,Maize,553-5,553,5,A,JR,5/20/21,8/11/21,83,61.31,553-5_08_11_2021_10_58_07.xls,NA,5132.01203
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-5,554,5,A,JR,5/20/21,8/11/21,83,80.05,554-5_08_11_2021_10_44_00.xls,NA,10378.6384
2021,Newark,Lodging Hybrids,DK3IIH6 x LH198,Maize,554-6,554,6,A,JR,5/20/21,8/11/21,83,60.04,554-6_08_11_2021_10_45_08.xls,NA,9532.0781
